EDC3_gas_a (yr),CO2 (ppmv),source
730299,204,Dome C (Luethi et al. (sub)) measured at University of Bern
730949,204.1,Dome C (Luethi et al. (sub)) measured at University of Bern
731329,204.9,Dome C (Luethi et al. (sub)) measured at University of Bern
732141,203.8,Dome C (Luethi et al. (sub)) measured at University of Bern
732548,205.9,Dome C (Luethi et al. (sub)) measured at University of Bern
733261,203.9,Dome C (Luethi et al. (sub)) measured at University of Bern
733543,204.4,Dome C (Luethi et al. (sub)) measured at University of Bern
734223,205.3,Dome C (Luethi et al. (sub)) measured at University of Bern
734604,207.4,Dome C (Luethi et al. (sub)) measured at University of Bern
735167,201.7,Dome C (Luethi et al. (sub)) measured at University of Bern
735459,201.3,Dome C (Luethi et al. (sub)) measured at University of Bern
736079,204.1,Dome C (Luethi et al. (sub)) measured at University of Bern
736460,209.7,Dome C (Luethi et al. (sub)) measured at University of Bern
737034,208.1,Dome C (Luethi et al. (sub)) measured at University of Bern
737266,211.3,Dome C (Luethi et al. (sub)) measured at University of Bern
737889,210.6,Dome C (Luethi et al. (sub)) measured at University of Bern
738272,206.5,Dome C (Luethi et al. (sub)) measured at University of Bern
738844,200.3,Dome C (Luethi et al. (sub)) measured at University of Bern
739137,197.8,Dome C (Luethi et al. (sub)) measured at University of Bern
739842,185,Dome C (Luethi et al. (sub)) measured at University of Bern
740277,178.9,Dome C (Luethi et al. (sub)) measured at University of Bern
741021,178.6,Dome C (Luethi et al. (sub)) measured at University of Bern
741307,176.6,Dome C (Luethi et al. (sub)) measured at University of Bern
742075,177.9,Dome C (Luethi et al. (sub)) measured at University of Bern
742558,182.3,Dome C (Luethi et al. (sub)) measured at University of Bern
743233,181.7,Dome C (Luethi et al. (sub)) measured at University of Bern
743589,180.4,Dome C (Luethi et al. (sub)) measured at University of Bern
744354,181.2,Dome C (Luethi et al. (sub)) measured at University of Bern
744843,182,Dome C (Luethi et al. (sub)) measured at University of Bern
745836,180.2,Dome C (Luethi et al. (sub)) measured at University of Bern
746643,183.1,Dome C (Luethi et al. (sub)) measured at University of Bern
747110,180.8,Dome C (Luethi et al. (sub)) measured at University of Bern
747759,180.8,Dome C (Luethi et al. (sub)) measured at University of Bern
748101,180.4,Dome C (Luethi et al. (sub)) measured at University of Bern
748913,181.4,Dome C (Luethi et al. (sub)) measured at University of Bern
749401,182.9,Dome C (Luethi et al. (sub)) measured at University of Bern
750194,184.8,Dome C (Luethi et al. (sub)) measured at University of Bern
750476,184,Dome C (Luethi et al. (sub)) measured at University of Bern
751301,186.2,Dome C (Luethi et al. (sub)) measured at University of Bern
751830,190.1,Dome C (Luethi et al. (sub)) measured at University of Bern
752605,188,Dome C (Luethi et al. (sub)) measured at University of Bern
752978,196.5,Dome C (Luethi et al. (sub)) measured at University of Bern
753984,191.5,Dome C (Luethi et al. (sub)) measured at University of Bern
754394,195.8,Dome C (Luethi et al. (sub)) measured at University of Bern
755241,200.5,Dome C (Luethi et al. (sub)) measured at University of Bern
755495,201.9,Dome C (Luethi et al. (sub)) measured at University of Bern
756357,206,Dome C (Luethi et al. (sub)) measured at University of Bern
756871,210.7,Dome C (Luethi et al. (sub)) measured at University of Bern
757561,215,Dome C (Luethi et al. (sub)) measured at University of Bern
757962,219.2,Dome C (Luethi et al. (sub)) measured at University of Bern
758259,215.3,Dome C (Luethi et al. (sub)) measured at University of Bern
758475,217.6,Dome C (Luethi et al. (sub)) measured at University of Bern
758883,217.9,Dome C (Luethi et al. (sub)) measured at University of Bern
759306,214.9,Dome C (Luethi et al. (sub)) measured at University of Bern
760202,208.8,Dome C (Luethi et al. (sub)) measured at University of Bern
760500,206.9,Dome C (Luethi et al. (sub)) measured at University of Bern
761453,206.1,Dome C (Luethi et al. (sub)) measured at University of Bern
762064,212,Dome C (Luethi et al. (sub)) measured at University of Bern
762871,216,Dome C (Luethi et al. (sub)) measured at University of Bern
763319,215,Dome C (Luethi et al. (sub)) measured at University of Bern
763686,225.7,Dome C (Luethi et al. (sub)) measured at University of Bern
763934,221.4,Dome C (Luethi et al. (sub)) measured at University of Bern
764249,224.1,Dome C (Luethi et al. (sub)) measured at University of Bern
764833,222.6,Dome C (Luethi et al. (sub)) measured at University of Bern
765735,216.8,Dome C (Luethi et al. (sub)) measured at University of Bern
766110,215.7,Dome C (Luethi et al. (sub)) measured at University of Bern
767096,213.5,Dome C (Luethi et al. (sub)) measured at University of Bern
767737,217.7,Dome C (Luethi et al. (sub)) measured at University of Bern
768655,222.4,Dome C (Luethi et al. (sub)) measured at University of Bern
769050,221.4,Dome C (Luethi et al. (sub)) measured at University of Bern
769514,228.1,Dome C (Luethi et al. (sub)) measured at University of Bern
769787,226,Dome C (Luethi et al. (sub)) measured at University of Bern
770133,231.5,Dome C (Luethi et al. (sub)) measured at University of Bern
770447,235.6,Dome C (Luethi et al. (sub)) measured at University of Bern
770724,238.2,Dome C (Luethi et al. (sub)) measured at University of Bern
770994,235.6,Dome C (Luethi et al. (sub)) measured at University of Bern
771260,237.7,Dome C (Luethi et al. (sub)) measured at University of Bern
771708,229.5,Dome C (Luethi et al. (sub)) measured at University of Bern
772076,230.9,Dome C (Luethi et al. (sub)) measured at University of Bern
773043,230,Dome C (Luethi et al. (sub)) measured at University of Bern
773680,233.3,Dome C (Luethi et al. (sub)) measured at University of Bern
774548,236.9,Dome C (Luethi et al. (sub)) measured at University of Bern
775051,240.5,Dome C (Luethi et al. (sub)) measured at University of Bern
776037,238.8,Dome C (Luethi et al. (sub)) measured at University of Bern
776636,243.9,Dome C (Luethi et al. (sub)) measured at University of Bern
777556,246.3,Dome C (Luethi et al. (sub)) measured at University of Bern
777900,246.1,Dome C (Luethi et al. (sub)) measured at University of Bern
778798,245.8,Dome C (Luethi et al. (sub)) measured at University of Bern
779364,243.9,Dome C (Luethi et al. (sub)) measured at University of Bern
780268,248.5,Dome C (Luethi et al. (sub)) measured at University of Bern
780612,242.8,Dome C (Luethi et al. (sub)) measured at University of Bern
781535,248.7,Dome C (Luethi et al. (sub)) measured at University of Bern
782059,246.2,Dome C (Luethi et al. (sub)) measured at University of Bern
783263,252.1,Dome C (Luethi et al. (sub)) measured at University of Bern
784147,246.9,Dome C (Luethi et al. (sub)) measured at University of Bern
784692,250.7,Dome C (Luethi et al. (sub)) measured at University of Bern
785413,253.3,Dome C (Luethi et al. (sub)) measured at University of Bern
785789,255.4,Dome C (Luethi et al. (sub)) measured at University of Bern
786587,260.3,Dome C (Luethi et al. (sub)) measured at University of Bern
787076,256.9,Dome C (Luethi et al. (sub)) measured at University of Bern
787805,248.1,Dome C (Luethi et al. (sub)) measured at University of Bern
788033,247.9,Dome C (Luethi et al. (sub)) measured at University of Bern
788887,229.5,Dome C (Luethi et al. (sub)) measured at University of Bern
789381,226.3,Dome C (Luethi et al. (sub)) measured at University of Bern
790153,218.2,Dome C (Luethi et al. (sub)) measured at University of Bern
790538,221.3,Dome C (Luethi et al. (sub)) measured at University of Bern
791491,215.4,Dome C (Luethi et al. (sub)) measured at University of Bern
792081,205.1,Dome C (Luethi et al. (sub)) measured at University of Bern
792943,204,Dome C (Luethi et al. (sub)) measured at University of Bern
793260,209,Dome C (Luethi et al. (sub)) measured at University of Bern
794608,199.4,Dome C (Luethi et al. (sub)) measured at University of Bern
795202,195.2,Dome C (Luethi et al. (sub)) measured at University of Bern
796467,189.3,Dome C (Luethi et al. (sub)) measured at University of Bern
797099,188.4,Dome C (Luethi et al. (sub)) measured at University of Bern
798512,191,Dome C (Luethi et al. (sub)) measured at University of Bern
