,EDC3_gas_a (yr),CO2 (ppmv),source,bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,modern_co2_Date,modern_co2_Decimal_Date,modern_co2_Average,modern_co2_Interpolated,modern_co2_Trend,modern_co2_Number_of_Days,Source,Year,Mean,ch4_year,ch4_month,ch4_decimal_date,ch4_average,ch4_average_unc,ch4_trend,ch4_trend_unc
331,206144,237.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,332,182.05,5301.296,5329.96,-396.0,217.4,3.021016,1985-10-01,1985.792,343.13,343.13,346.42,20.0,,,,2011.0,2.0,2011.125,1800.2,0.95,1801.59,0.66
332,206810,230.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,333,182.6,5320.341,5349.46,-390.6,218.3,3.021346,1985-11-01,1985.875,344.49,344.49,346.61,22.0,,,,2011.0,3.0,2011.208,1800.97,0.68,1802.0,0.65
333,207120,240.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,334,183.15,5339.041,5368.96,-396.3,217.3,2.988672,1985-12-01,1985.958,345.88,345.88,346.81,25.0,,,,2011.0,4.0,2011.292,1802.88,0.8,1802.41,0.65
334,207544,242.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,335,183.7,5358.3,5388.393333,-394.5,217.6,2.978703,1986-01-01,1986.042,346.56,346.56,346.59,23.0,,,,2011.0,5.0,2011.375,1803.33,0.88,1802.82,0.65
335,208064,244.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,336,184.25,5377.271,5407.826667,-391.4,218.1,2.88213,1986-02-01,1986.125,347.28,347.28,346.74,25.0,,,,2011.0,6.0,2011.458,1799.15,0.81,1803.22,0.65
336,208254,243.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,337,184.8,5397.244,5427.26,-407.6,215.5,2.563525,1986-03-01,1986.208,348.01,348.01,346.68,17.0,,,,2011.0,7.0,2011.542,1796.2,1.04,1803.62,0.65
337,208803,247.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,338,185.35,5419.297,5449.29,-401.2,216.5,2.563804,1986-04-01,1986.292,349.77,349.77,347.22,22.0,,,,2011.0,8.0,2011.625,1799.06,1.0,1804.03,0.66
338,208995,252.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,339,185.9,5441.759,5471.32,-402.4,216.3,2.728621,1986-05-01,1986.375,350.38,350.38,347.26,18.0,,,,2011.0,9.0,2011.708,1804.05,1.53,1804.43,0.67
339,209432,246.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,340,186.45,5462.486,5493.35,-395.0,217.5,2.734077,1986-06-01,1986.458,349.93,349.93,347.52,17.0,,,,2011.0,10.0,2011.792,1809.59,1.57,1804.84,0.67
340,209817,239.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,341,187.0,5483.554,5514.82,-402.5,216.3,2.5996,1986-07-01,1986.542,348.16,348.16,347.33,20.0,,,,2011.0,11.0,2011.875,1812.42,1.22,1805.25,0.67
341,210154,257.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,342,187.55,5505.312,5536.29,-407.9,215.4,2.522791,1986-08-01,1986.625,346.08,346.08,347.41,18.0,,,,2011.0,12.0,2011.958,1810.03,1.07,1805.67,0.67
342,210813,243.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,343,188.1,5528.154,5557.76,-399.6,216.8,2.715444,1986-09-01,1986.708,345.22,345.22,348.35,17.0,,,,2012.0,1.0,2012.042,1807.35,1.06,1806.11,0.67
343,211858,251.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,344,188.65,5548.994,5577.706667,-394.6,217.6,3.045911,1986-10-01,1986.792,344.51,344.51,347.77,26.0,,,,2012.0,2.0,2012.125,1808.38,1.29,1806.53,0.67
344,212716,241.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,345,189.2,5567.914,5597.653333,-387.2,218.8,3.046256,1986-11-01,1986.875,345.93,345.93,348.04,23.0,,,,2012.0,3.0,2012.208,1810.05,0.84,1806.95,0.67
345,213270,240.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,346,189.75,5586.492,5617.6,-396.2,217.3,2.911256,1986-12-01,1986.958,347.22,347.22,348.13,24.0,,,,2012.0,4.0,2012.292,1808.48,0.63,1807.4,0.67
346,213536,242.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,347,190.3,5606.294,5637.313333,-394.0,217.7,2.883713,1987-01-01,1987.042,348.52,348.52,348.47,26.0,,,,2012.0,5.0,2012.375,1804.78,1.21,1807.85,0.67
347,213984,247.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,348,190.85,5625.928,5657.026667,-399.1,216.9,2.879906,1987-02-01,1987.125,348.73,348.73,348.02,25.0,,,,2012.0,6.0,2012.458,1801.0,1.27,1808.29,0.67
348,214459,251.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,349,191.4,5645.956,5676.74,-395.2,217.5,2.871975,1987-03-01,1987.208,349.73,349.73,348.3,22.0,,,,2012.0,7.0,2012.542,1799.38,1.21,1808.72,0.67
349,214794,251.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,350,191.95,5665.678,5696.92,-396.0,217.4,2.872316,1987-04-01,1987.292,351.31,351.31,348.77,26.0,,,,2012.0,8.0,2012.625,1803.31,0.97,1809.16,0.67
350,215382,245.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,351,192.5,5685.76,5717.1,-400.4,216.6,2.872647,1987-05-01,1987.375,352.09,352.09,349.01,27.0,,,,2012.0,9.0,2012.708,1810.14,1.08,1809.57,0.66
351,216352,240.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,352,193.05,5705.844,5737.28,-391.1,218.2,2.872978,1987-06-01,1987.458,351.53,351.53,349.2,21.0,,,,2012.0,10.0,2012.792,1814.84,0.98,1809.96,0.66
352,218361,214.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,353,193.6,5725.564,5756.82,-399.2,216.8,2.930149,1987-07-01,1987.542,350.11,350.11,349.39,16.0,,,,2012.0,11.0,2012.875,1815.98,1.23,1810.34,0.65
353,219116,216.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,354,194.15,5745.263,5776.36,-386.2,219.0,3.019459,1987-08-01,1987.625,348.08,348.08,349.5,14.0,,,,2012.0,12.0,2012.958,1814.57,0.96,1810.7,0.64
354,220058,207.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,355,194.7,5764.035,5795.9,-398.9,216.9,3.019827,1987-09-01,1987.708,346.52,346.52,349.7,23.0,,,,2013.0,1.0,2013.042,1814.04,0.99,1811.05,0.64
355,220739,208.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,356,195.25,5783.149,5814.726667,-389.0,218.5,3.061607,1987-10-01,1987.792,346.59,346.59,349.86,22.0,,,,2013.0,2.0,2013.125,1814.16,1.44,1811.37,0.63
356,222030,205.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,357,195.8,5801.663,5833.553333,-388.4,218.6,3.072322,1987-11-01,1987.875,347.96,347.96,350.07,22.0,,,,2013.0,3.0,2013.208,1813.25,1.07,1811.69,0.63
357,224269,203.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,358,196.35,5820.458,5852.38,-400.4,216.6,3.069576,1987-12-01,1987.958,349.16,349.16,350.05,27.0,,,,2013.0,4.0,2013.292,1812.82,0.66,1812.02,0.63
358,224923,215.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,359,196.9,5839.274,5871.363333,-392.7,217.9,3.057502,1988-01-01,1988.042,350.39,350.39,350.38,24.0,,,,2013.0,5.0,2013.375,1811.95,0.95,1812.36,0.64
359,225909,235.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,360,197.45,5857.825,5890.346667,-391.0,218.2,3.05788,1988-02-01,1988.125,351.64,351.64,350.94,24.0,,,,2013.0,6.0,2013.458,1808.6,1.31,1812.72,0.64
360,226711,234.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,361,198.0,5876.713,5909.33,-392.5,217.9,2.923567,1988-03-01,1988.208,352.41,352.41,350.87,25.0,,,,2013.0,7.0,2013.542,1805.98,1.6,1813.13,0.63
361,227027,233.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,362,198.55,5896.115,5929.466667,-397.7,217.1,2.832841,1988-04-01,1988.292,353.69,353.69,351.01,27.0,,,,2013.0,8.0,2013.625,1808.55,1.1,1813.59,0.63
362,227776,224.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,363,199.1,5916.514,5949.603333,-399.8,216.7,2.808355,1988-05-01,1988.375,354.21,354.21,351.06,28.0,,,,2013.0,9.0,2013.708,1814.24,0.9,1814.1,0.63
363,229423,232.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,364,199.65,5936.72,5969.74,-398.7,216.9,2.669148,1988-06-01,1988.458,353.72,353.72,351.37,26.0,,,,2013.0,10.0,2013.792,1818.51,0.74,1814.69,0.62
364,230422,233.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,365,200.2,5958.378,5990.843333,-403.7,216.1,2.669483,1988-07-01,1988.542,352.69,352.69,352.02,27.0,,,,2013.0,11.0,2013.875,1820.37,0.75,1815.35,0.61
365,231066,241.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,366,200.75,5980.031,6011.946667,-397.4,217.1,2.919156,1988-08-01,1988.625,350.4,350.4,351.9,26.0,,,,2013.0,12.0,2013.958,1819.33,0.96,1816.1,0.6
366,234817,245.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,367,201.3,5999.476,6033.05,-391.7,218.1,2.970298,1988-09-01,1988.708,348.92,348.92,352.13,27.0,,,,2014.0,1.0,2014.042,1816.8,1.04,1816.94,0.6
367,235480,252.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,368,201.85,6018.945,6052.66,-394.5,217.6,2.922966,1988-10-01,1988.792,349.13,349.13,352.41,26.0,,,,2014.0,2.0,2014.125,1816.34,1.36,1817.82,0.59
368,236114,241.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,369,202.4,6038.733,6072.27,-396.8,217.2,2.827996,1988-11-01,1988.875,350.2,350.2,352.34,25.0,,,,2014.0,3.0,2014.208,1818.09,1.32,1818.76,0.58
369,236734,247.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,370,202.95,6058.818,6091.88,-399.2,216.8,2.828354,1988-12-01,1988.958,351.41,351.41,352.35,28.0,,,,2014.0,4.0,2014.292,1820.87,0.75,1819.8,0.58
370,237294,243.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,371,203.5,6079.269,6112.0,-394.0,217.7,2.919918,1989-01-01,1989.042,352.91,352.91,352.85,27.0,,,,2014.0,5.0,2014.375,1821.89,0.82,1820.89,0.58
371,237868,239.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,372,204.05,6098.723,6132.12,-391.4,218.1,2.931683,1989-02-01,1989.125,353.27,353.27,352.54,25.0,,,,2014.0,6.0,2014.458,1818.29,0.81,1822.02,0.57
372,238558,245.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,373,204.6,6118.461,6152.24,-403.5,216.1,2.911296,1989-03-01,1989.208,353.96,353.96,352.47,29.0,,,,2014.0,7.0,2014.542,1815.52,1.1,1823.17,0.57
373,239013,245.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,374,205.15,6138.343,6172.113333,-389.5,218.4,2.882612,1989-04-01,1989.292,355.64,355.64,352.97,28.0,,,,2014.0,8.0,2014.625,1819.71,1.17,1824.34,0.56
374,239477,247.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,375,205.7,6158.061,6191.986667,-399.9,216.7,2.882983,1989-05-01,1989.375,355.86,355.86,352.67,28.0,,,,2014.0,9.0,2014.708,1826.79,1.07,1825.48,0.56
375,239973,252.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,376,206.25,6178.139,6211.86,-397.4,217.1,2.837701,1989-06-01,1989.458,355.37,355.37,352.97,26.0,,,,2014.0,10.0,2014.792,1831.18,0.59,1826.6,0.55
376,240945,259.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,377,206.8,6198.542,6231.89,-398.6,216.9,2.835983,1989-07-01,1989.542,353.99,353.99,353.3,25.0,,,,2014.0,11.0,2014.875,1833.04,0.69,1827.69,0.54
377,241366,263.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,378,207.35,6218.59,6251.92,-394.1,217.7,2.802104,1989-08-01,1989.625,351.81,351.81,353.37,24.0,,,,2014.0,12.0,2014.958,1833.48,1.08,1828.74,0.54
378,242007,279.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,379,207.9,6239.261,6271.95,-398.4,217.0,2.773438,1989-09-01,1989.708,350.05,350.05,353.32,23.0,,,,2015.0,1.0,2015.042,1833.05,1.15,1829.77,0.53
379,242346,280.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,380,208.45,6259.763,6292.6,-401.7,216.4,2.796602,1989-10-01,1989.792,350.25,350.25,353.52,25.0,,,,2015.0,2.0,2015.125,1833.0,0.99,1830.71,0.52
380,243071,263.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,381,209.0,6280.476,6313.25,-392.6,217.9,2.916364,1989-11-01,1989.875,351.49,351.49,353.65,27.0,,,,2015.0,3.0,2015.208,1833.2,0.74,1831.61,0.52
381,243429,252.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,382,209.55,6300.342,6333.9,-395.4,217.4,2.916739,1989-12-01,1989.958,352.85,352.85,353.8,27.0,,,,2015.0,4.0,2015.292,1833.15,0.97,1832.51,0.52
382,243856,249.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,383,210.1,6319.849,6354.44,-402.1,216.3,2.728138,1990-01-01,1990.042,353.8,353.8,353.75,25.0,,,,2015.0,5.0,2015.375,1831.68,1.04,1833.37,0.52
383,244347,236.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,384,210.65,6341.096,6374.98,-403.6,216.1,2.652814,1990-02-01,1990.125,355.04,355.04,354.33,28.0,,,,2015.0,6.0,2015.458,1827.23,0.84,1834.21,0.53
384,244864,230.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,385,211.2,6362.943,6395.52,-396.5,217.3,2.678035,1990-03-01,1990.208,355.73,355.73,354.24,28.0,,,,2015.0,7.0,2015.542,1824.7,0.98,1835.03,0.54
385,245441,219.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,386,211.75,6384.196,6416.67,-402.5,216.3,2.712605,1990-04-01,1990.292,356.32,356.32,353.68,28.0,,,,2015.0,8.0,2015.625,1829.18,1.07,1835.84,0.55
386,247681,214.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,387,212.3,6405.572,6437.82,-398.8,216.9,2.744094,1990-05-01,1990.375,357.32,357.32,354.16,29.0,,,,2015.0,9.0,2015.708,1836.23,0.95,1836.63,0.57
387,250133,200.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,388,212.85,6426.706,6458.97,-397.0,217.2,3.005498,1990-06-01,1990.458,356.34,356.34,353.97,29.0,,,,2015.0,10.0,2015.792,1841.41,0.81,1837.4,0.59
388,251005,213.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,389,213.4,6445.656,6478.293333,-389.4,218.4,3.00591,1990-07-01,1990.542,354.84,354.84,354.19,30.0,,,,2015.0,11.0,2015.875,1844.7,1.04,1838.17,0.61
389,251864,195.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,390,213.95,6464.951,6497.616667,-395.0,217.5,2.782559,1990-08-01,1990.625,353.01,353.01,354.61,22.0,,,,2015.0,12.0,2015.958,1844.87,1.25,1838.92,0.63
390,252739,196.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,391,214.5,6485.799,6516.94,-404.9,215.9,2.643761,1990-09-01,1990.708,351.31,351.31,354.61,27.0,,,,2016.0,1.0,2016.042,1842.4,0.91,1839.67,0.66
391,253636,195.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,392,215.05,6507.348,6538.106667,-402.2,216.3,2.734446,1990-10-01,1990.792,351.62,351.62,354.89,28.0,,,,2016.0,2.0,2016.125,1841.65,1.18,1840.36,0.68
392,255498,199.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,393,215.6,6528.572,6559.273333,-389.2,218.5,2.949185,1990-11-01,1990.875,353.07,353.07,355.13,24.0,,,,2016.0,3.0,2016.208,1842.99,0.92,1841.03,0.69
393,256309,201.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,394,216.15,6548.256,6580.44,-397.0,217.2,2.949603,1990-12-01,1990.958,354.33,354.33,355.19,28.0,,,,2016.0,4.0,2016.292,1843.74,0.83,1841.7,0.7
394,257100,204.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,395,216.7,6567.575,6601.086667,-401.8,216.4,2.697068,1991-01-01,1991.042,354.84,354.84,354.82,28.0,,,,2016.0,5.0,2016.375,1842.14,1.08,1842.33,0.71
395,258661,203.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,396,217.25,6589.1,6621.733333,-398.4,216.9,2.65171,1991-02-01,1991.125,355.73,355.73,355.02,27.0,,,,2016.0,6.0,2016.458,1837.82,1.2,1842.94,0.71
396,260353,209.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,397,217.8,6610.998,6642.38,-407.8,215.4,2.664534,1991-03-01,1991.208,357.23,357.23,355.67,30.0,,,,2016.0,7.0,2016.542,1834.16,1.17,1843.52,0.71
397,260916,205.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,398,218.35,6632.398,6663.73,-395.4,217.4,2.674258,1991-04-01,1991.292,358.66,358.66,356.02,30.0,,,,2016.0,8.0,2016.625,1836.71,1.28,1844.08,0.7
398,262092,208.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,399,218.9,6654.114,6685.08,-403.1,216.2,2.701658,1991-05-01,1991.375,359.13,359.13,356.0,29.0,,,,2016.0,9.0,2016.708,1844.17,1.34,1844.6,0.68
399,262930,214.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,400,219.45,6675.613,6706.43,-406.1,215.7,2.767594,1991-06-01,1991.458,358.13,358.13,355.8,29.0,,,,2016.0,10.0,2016.792,1849.87,1.17,1845.11,0.66
400,264509,228.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,401,220.0,6696.223,6726.483333,-390.4,218.3,2.767966,1991-07-01,1991.542,356.19,356.19,355.59,24.0,,,,2016.0,11.0,2016.875,1851.46,1.28,1845.6,0.64
401,265653,199.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,402,220.55,6717.217,6746.536667,-392.6,217.9,2.903884,1991-08-01,1991.625,353.85,353.85,355.46,25.0,,,,2016.0,12.0,2016.958,1851.04,1.09,1846.08,0.62
402,266326,211.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,403,221.1,6737.232,6766.59,-395.7,217.4,2.908485,1991-09-01,1991.708,352.25,352.25,355.56,27.0,,,,2017.0,1.0,2017.042,1849.67,0.99,1846.56,0.6
403,267442,188.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,404,221.65,6756.85,6787.346667,-402.9,216.2,2.751396,1991-10-01,1991.792,352.35,352.35,355.61,27.0,,,,2017.0,2.0,2017.125,1848.41,1.23,1847.03,0.59
404,268181,187.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,405,222.2,6777.976,6808.103333,-401.9,216.4,2.630993,1991-11-01,1991.875,353.81,353.81,355.8,28.0,,,,2017.0,3.0,2017.208,1848.18,1.38,1847.51,0.58
405,269154,194.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,406,222.75,6800.074,6828.86,-401.2,216.5,2.667789,1991-12-01,1991.958,355.12,355.12,355.93,30.0,,,,2017.0,4.0,2017.292,1848.53,1.16,1848.01,0.58
406,270222,198.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,407,223.3,6821.476,6849.363333,-400.4,216.6,2.757768,1992-01-01,1992.042,356.25,356.25,356.2,31.0,,,,2017.0,5.0,2017.375,1847.15,0.89,1848.54,0.59
407,271256,184.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,408,223.85,6842.567,6869.866667,-397.5,217.1,2.758179,1992-02-01,1992.125,357.11,357.11,356.38,27.0,,,,2017.0,6.0,2017.458,1842.93,0.91,1849.08,0.61
408,272311,190.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,409,224.4,6863.65,6890.37,-389.4,218.4,3.118281,1992-03-01,1992.208,357.86,357.86,356.27,24.0,,,,2017.0,7.0,2017.542,1840.39,1.4,1849.65,0.62
409,273310,193.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,410,224.95,6882.303,6909.136667,-395.4,217.4,3.13656,1992-04-01,1992.292,359.09,359.09,356.39,27.0,,,,2017.0,8.0,2017.625,1844.63,1.3,1850.25,0.64
410,274321,194.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,411,225.5,6900.514,6927.903333,-387.9,218.7,3.032188,1992-05-01,1992.375,359.59,359.59,356.41,26.0,,,,2017.0,9.0,2017.708,1852.69,1.0,1850.87,0.66
411,275350,198.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,412,226.05,6919.705,6946.67,-398.3,217.0,2.849511,1992-06-01,1992.458,359.33,359.33,356.97,30.0,,,,2017.0,10.0,2017.792,1857.98,1.07,1851.51,0.68
412,276326,193.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,413,226.6,6940.131,6967.15,-398.7,216.9,2.849946,1992-07-01,1992.542,357.01,357.01,356.44,26.0,,,,2017.0,11.0,2017.875,1858.54,0.95,1852.17,0.7
413,277361,202.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,414,227.15,6960.178,6987.63,-401.3,216.5,2.794958,1992-08-01,1992.625,354.94,354.94,356.62,23.0,,,,2017.0,12.0,2017.958,1856.49,1.06,1852.85,0.71
414,278350,204.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,415,227.7,6981.003,7008.11,-396.8,217.2,2.791184,1992-09-01,1992.708,352.96,352.96,356.29,26.0,,,,2018.0,1.0,2018.042,1854.42,1.1,1853.57,0.73
415,279320,211.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,416,228.25,7001.862,7028.583333,-395.6,217.4,2.752929,1992-10-01,1992.792,353.32,353.32,356.63,29.0,,,,2018.0,2.0,2018.125,1854.99,0.98,1854.26,0.74
416,280269,215.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,417,228.8,7022.629,7049.056667,-402.5,216.3,2.726182,1992-11-01,1992.875,354.32,354.32,356.38,29.0,,,,2018.0,3.0,2018.208,1856.87,1.06,1854.97,0.75
