,EDC3_gas_a (yr),CO2 (ppmv),source,bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,modern_co2_Date,modern_co2_Decimal_Date,modern_co2_Average,modern_co2_Interpolated,modern_co2_Trend,modern_co2_Number_of_Days,Source,Year,Mean,ch4_year,ch4_month,ch4_decimal_date,ch4_average,ch4_average_unc,ch4_trend,ch4_trend_unc
746,569331,250.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,747,410.3,14148.01,14255.2,-412.0,214.1,2.168097,,,,,,,,,,,,,,,,
747,569728,251.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,748,410.85,14175.93,14284.2,-407.5,214.9,2.402475,,,,,,,,,,,,,,,,
748,570139,251.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,749,411.4,14201.13,14310.2,-403.4,215.5,2.42537,,,,,,,,,,,,,,,,
749,570548,251.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,750,411.95,14226.09,14336.2,-402.3,215.7,2.497938,,,,,,,,,,,,,,,,
750,570955,249.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,751,412.5,14250.33,14362.2,-405.9,215.1,2.41459,,,,,,,,,,,,,,,,
751,571367,251.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,752,413.05,14275.41,14389.93333,-410.4,214.4,2.258504,,,,,,,,,,,,,,,,
752,571775,250.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,753,413.6,14302.23,14417.66667,-410.8,214.3,2.213659,,,,,,,,,,,,,,,,
753,572190,246.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,754,414.15,14329.59,14445.4,-413.4,213.9,2.176452,,,,,,,,,,,,,,,,
754,572619,247.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,755,414.7,14357.42,14472.4,-406.0,215.1,2.408875,,,,,,,,,,,,,,,,
755,573037,249.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,756,415.25,14382.58,14499.4,-402.6,215.6,2.463265,,,,,,,,,,,,,,,,
756,573462,248.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,757,415.8,14407.18,14526.4,-404.3,215.4,2.406315,,,,,,,,,,,,,,,,
757,573902,251.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,758,416.35,14432.36,14552.96667,-406.9,214.9,2.400707,,,,,,,,,,,,,,,,
758,574353,251.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,759,416.9,14457.61,14579.53333,-411.2,214.2,2.550419,,,,,,,,,,,,,,,,
759,574803,252.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,760,417.45,14481.38,14606.1,-392.2,217.4,2.549756,,,,,,,,,,,,,,,,
760,575265,248.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,761,418.0,14505.15,14629.36667,-397.7,216.4,2.682705,,,,,,,,,,,,,,,,
761,575730,252.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,762,418.55,14527.75,14652.63333,-399.1,216.2,2.679495,,,,,,,,,,,,,,,,
762,576222,252.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,763,419.1,14550.38,14675.9,-402.3,215.7,2.551641,,,,,,,,,,,,,,,,
763,576723,251.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,764,419.65,14574.16,14700.83333,-401.1,215.9,2.536029,,,,,,,,,,,,,,,,
764,577242,251.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,765,420.2,14598.07,14725.76667,-403.9,215.4,2.485773,,,,,,,,,,,,,,,,
765,577769,251.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,766,420.75,14622.47,14750.7,-401.2,215.9,2.477615,,,,,,,,,,,,,,,,
766,578305,249.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,767,421.3,14646.96,14778.46667,-418.2,213.1,2.089381,,,,,,,,,,,,,,,,
767,578857,252.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,768,421.85,14676.0,14806.23333,-408.8,214.6,2.138308,,,,,,,,,,,,,,,,
768,579435,251.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,769,422.4,14704.38,14834.0,-402.3,215.7,2.351284,,,,,,,,,,,,,,,,
769,579821,244.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,770,422.95,14730.19,14862.03333,-411.1,214.2,2.276015,,,,,,,,,,,,,,,,
770,580019,243.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,771,423.5,14756.86,14890.06667,-411.1,214.2,2.185556,,,,,,,,,,,,,,,,
771,580400,236.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,772,424.05,14784.63,14918.1,-407.3,214.9,2.167775,,,,,,,,,,,,,,,,
772,580695,230.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,773,424.6,14812.63,14947.2,-413.6,213.8,2.158312,,,,,,,,,,,,,,,,
773,581160,225.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,774,425.15,14840.77,14976.3,-411.2,214.2,2.052187,,,,,,,,,,,,,,,,
774,581507,219.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,775,425.7,14870.37,15005.4,-418.6,213.0,2.031689,,,,,,,,,,,,,,,,
775,582000,215.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,776,426.25,14900.26,15036.5,-415.7,213.5,2.001019,,,,,,,,,,,,,,,,
776,582391,209.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,777,426.8,14930.62,15067.6,-411.3,214.2,2.034911,,,,,,,,,,,,,,,,
777,583034,206.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,778,427.35,14960.48,15098.7,-416.2,213.4,2.05437,,,,,,,,,,,,,,,,
778,583413,210.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,779,427.9,14990.06,15128.36667,-412.6,214.0,2.147073,,,,,,,,,,,,,,,,
779,586406,224.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,780,428.45,15018.36,15158.03333,-407.6,214.8,2.157074,,,,,,,,,,,,,,,,
780,586893,226.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,781,429.0,15046.54,15187.7,-410.1,214.4,2.178176,,,,,,,,,,,,,,,,
781,587647,234.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,782,429.55,15074.44,15216.36667,-411.6,214.1,2.191101,,,,,,,,,,,,,,,,
782,588034,238.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,783,430.1,15102.19,15245.03333,-407.5,214.8,2.199934,,,,,,,,,,,,,,,,
783,588716,246.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,784,430.65,15129.83,15273.7,-409.9,214.4,2.153324,,,,,,,,,,,,,,,,
784,589224,250.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,785,431.2,15158.07,15303.86667,-411.3,214.2,2.139059,,,,,,,,,,,,,,,,
785,589868,248.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,786,431.75,15186.5,15334.03333,-419.0,212.9,2.101762,,,,,,,,,,,,,,,,
786,590335,243.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,787,432.3,15215.44,15364.2,-399.4,216.1,2.119727,,,,,,,,,,,,,,,,
787,590893,237.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,788,432.85,15244.15,15393.06667,-413.0,213.9,2.146602,,,,,,,,,,,,,,,,
788,592279,225.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,789,433.4,15272.49,15421.93333,-416.4,213.3,2.004612,,,,,,,,,,,,,,,,
789,592697,229.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,790,433.95,15302.84,15450.8,-416.3,213.3,1.964784,,,,,,,,,,,,,,,,
790,593415,233.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,791,434.5,15333.82,15481.0,-410.0,214.4,2.127205,,,,,,,,,,,,,,,,
791,593870,238.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,792,435.05,15362.43,15511.2,-410.7,214.3,2.106244,,,,,,,,,,,,,,,,
792,594639,238.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,793,435.6,15391.33,15541.4,-412.7,213.9,2.075447,,,,,,,,,,,,,,,,
793,595189,232.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,794,436.15,15420.67,15571.8,-411.8,214.1,2.048707,,,,,,,,,,,,,,,,
794,595950,221.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,795,436.7,15450.4,15602.2,-414.2,213.7,2.027971,,,,,,,,,,,,,,,,
795,596515,216.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,796,437.25,15480.43,15632.6,-416.6,213.3,1.896648,,,,,,,,,,,,,,,,
796,597443,216.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,797,437.8,15512.55,15665.56667,-420.0,212.7,1.873235,,,,,,,,,,,,,,,,
797,597966,219.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,798,438.35,15545.07,15698.53333,-418.5,213.0,1.851854,,,,,,,,,,,,,,,,
798,598833,226.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,799,438.9,15577.98,15731.5,-419.6,212.8,1.841385,,,,,,,,,,,,,,,,
799,599434,229.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,800,439.45,15611.07,15765.1,-418.7,212.9,1.834886,,,,,,,,,,,,,,,,
800,600882,232.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,801,440.0,15644.29,15798.7,-420.1,212.7,1.829379,,,,,,,,,,,,,,,,
801,602278,237.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,802,440.55,15677.61,15832.3,-419.8,212.8,1.877813,,,,,,,,,,,,,,,,
802,603673,239.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,803,441.1,15710.08,15864.66667,-414.0,213.7,1.908435,,,,,,,,,,,,,,,,
803,605076,244.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,804,441.65,15742.04,15897.03333,-416.2,213.3,1.941834,,,,,,,,,,,,,,,,
804,606374,248.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,805,442.2,15773.44,15929.4,-417.6,213.1,1.843683,,,,,,,,,,,,,,,,
805,607708,254.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,806,442.75,15806.53,15962.63333,-421.6,212.5,1.840169,,,,,,,,,,,,,,,,
806,608929,259.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,807,443.3,15839.68,15995.86667,-416.6,213.3,1.851238,,,,,,,,,,,,,,,,
807,610136,257.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,808,443.85,15872.64,16029.1,-423.8,212.1,1.810828,,,,,,,,,,,,,,,,
808,611319,259.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,809,444.4,15906.34,16062.26667,-414.2,213.7,1.841317,,,,,,,,,,,,,,,,
809,612514,258.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,810,444.95,15939.49,16095.43333,-417.8,213.1,1.895806,,,,,,,,,,,,,,,,
810,613709,256.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,811,445.5,15971.69,16128.6,-416.9,213.2,1.86621,,,,,,,,,,,,,,,,
811,614923,252.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,812,446.05,16004.4,16161.43333,-419.1,212.9,1.85885,,,,,,,,,,,,,,,,
812,616227,252.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,813,446.6,16037.26,16194.26667,-417.3,213.2,1.85631,,,,,,,,,,,,,,,,
813,617544,252.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,814,447.15,16070.16,16227.1,-419.1,212.9,1.815346,,,,,,,,,,,,,,,,
814,618955,247.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,815,447.7,16103.8,16261.33333,-420.3,212.7,1.785989,,,,,,,,,,,,,,,,
815,620338,245.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,816,448.25,16138.01,16295.56667,-422.5,212.3,1.748027,,,,,,,,,,,,,,,,
816,621760,243.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,817,448.8,16172.96,16329.8,-417.7,213.1,1.767752,,,,,,,,,,,,,,,,
817,623214,238.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,818,449.35,16207.54,16364.46667,-425.4,211.8,1.751974,,,,,,,,,,,,,,,,
818,624690,237.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,819,449.9,16242.43,16399.13333,-420.8,212.6,1.728562,,,,,,,,,,,,,,,,
819,625570,234.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,820,450.45,16277.79,16433.8,-421.1,212.5,1.731996,,,,,,,,,,,,,,,,
820,626215,227.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,821,451.0,16313.09,16469.83333,-424.1,212.0,1.673292,,,,,,,,,,,,,,,,
821,627211,214.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,822,451.55,16349.64,16505.86667,-426.8,211.6,1.633752,,,,,,,,,,,,,,,,
822,627999,205.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,823,452.1,16387.08,16541.9,-425.9,211.7,1.631588,,,,,,,,,,,,,,,,
823,629446,198.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,824,452.65,16424.58,16577.4,-420.9,212.6,1.731346,,,,,,,,,,,,,,,,
824,630295,199.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,825,453.2,16459.91,16612.9,-421.9,212.4,1.737604,,,,,,,,,,,,,,,,
825,632001,199.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,826,453.75,16495.13,16648.4,-421.7,212.4,1.726794,,,,,,,,,,,,,,,,
826,632856,195.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,827,454.3,16530.58,16684.5,-422.6,212.3,1.658169,,,,,,,,,,,,,,,,
827,634592,192.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,828,454.85,16567.49,16720.6,-429.8,211.1,1.616133,,,,,,,,,,,,,,,,
828,635489,193.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,829,455.4,16605.38,16756.7,-423.9,212.1,1.629195,,,,,,,,,,,,,,,,
829,636957,193.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,830,455.95,16642.97,16793.06667,-421.9,212.4,1.701715,,,,,,,,,,,,,,,,
830,638127,194.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,831,456.5,16678.96,16829.43333,-425.8,211.7,1.62211,,,,,,,,,,,,,,,,
831,639848,187.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,832,457.05,16716.73,16865.8,-426.0,211.7,1.615279,,,,,,,,,,,,,,,,
832,640760,189.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,833,457.6,16754.66,16903.3,-425.7,211.8,1.609401,,,,,,,,,,,,,,,,
833,642405,190.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,834,458.15,16792.74,16940.8,-426.4,211.6,1.593174,,,,,,,,,,,,,,,,
834,643204,190.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,835,458.7,16831.21,16978.3,-434.2,210.4,1.455849,,,,,,,,,,,,,,,,
835,644662,194.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,836,459.25,16873.32,17017.76667,-427.5,211.5,1.519265,,,,,,,,,,,,,,,,
836,645470,194.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,837,459.8,16913.68,17057.23333,-429.9,211.1,1.541818,,,,,,,,,,,,,,,,
837,646723,188.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,838,460.35,16953.46,17096.7,-428.1,211.4,1.543589,,,,,,,,,,,,,,,,
838,647588,190.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,839,460.9,16993.2,17136.26667,-426.1,211.7,1.567901,,,,,,,,,,,,,,,,
839,648946,192.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,840,461.45,17032.33,17175.83333,-438.3,209.7,1.380196,,,,,,,,,,,,,,,,
840,649598,194.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,841,462.0,17076.79,17215.4,-429.4,211.1,1.447371,,,,,,,,,,,,,,,,
841,650891,187.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,842,462.55,17119.2,17257.03333,-434.5,210.3,1.437961,,,,,,,,,,,,,,,,
842,651556,192.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,843,463.1,17161.89,17298.66667,-433.9,210.4,1.407841,,,,,,,,,,,,,,,,
843,652802,185.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,844,463.65,17205.5,17340.3,-434.6,210.3,1.384339,,,,,,,,,,,,,,,,
844,653448,185.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,845,464.2,17249.87,17382.9,-439.3,209.5,1.335355,,,,,,,,,,,,,,,,
845,654473,191.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,846,464.75,17295.87,17425.5,-431.6,210.8,1.442743,,,,,,,,,,,,,,,,
846,655202,193.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,847,465.3,17338.46,17468.1,-432.0,210.7,1.43715,,,,,,,,,,,,,,,,
847,656286,198.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,848,465.85,17381.22,17508.76667,-435.5,210.1,1.426893,,,,,,,,,,,,,,,,
848,656882,198.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,849,466.4,17424.3,17549.43333,-429.4,211.1,1.421329,,,,,,,,,,,,,,,,
849,657923,191.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,850,466.95,17467.55,17590.1,-437.2,209.9,1.430729,,,,,,,,,,,,,,,,
850,658474,189.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,851,467.5,17510.53,17632.5,-429.5,211.1,1.414917,,,,,,,,,,,,,,,,
851,659524,182.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,852,468.05,17554.0,17674.9,-441.5,209.1,1.300756,,,,,,,,,,,,,,,,
852,660084,183.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,853,468.6,17601.29,17717.3,-436.2,210.0,1.345012,,,,,,,,,,,,,,,,
853,660981,186.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,854,469.15,17647.04,17760.73333,-435.6,210.1,1.359177,,,,,,,,,,,,,,,,
854,661650,189.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,855,469.7,17692.32,17804.16667,-439.9,209.4,1.303213,,,,,,,,,,,,,,,,
855,662669,187.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,856,470.25,17739.56,17847.6,-435.5,210.1,1.335187,,,,,,,,,,,,,,,,
856,663206,189.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,857,470.8,17785.68,17892.36667,-439.7,209.4,1.2877,,,,,,,,,,,,,,,,
857,664192,189.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,858,471.35,17833.5,17937.13333,-442.5,209.0,1.242019,,,,,,,,,,,,,,,,
858,664690,185.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern,859,471.9,17883.11,17981.9,-442.1,209.0,1.232899,,,,,,,,,,,,,,,,
859,665645,178.2,Dome C (Luethi et al. (sub)) measured at University of Bern,860,472.45,17933.08,18028.46667,-442.1,209.0,1.227542,,,,,,,,,,,,,,,,
860,666174,178.5,Dome C (Luethi et al. (sub)) measured at University of Bern,861,473.0,17983.29,18075.03333,-443.5,208.8,1.260545,,,,,,,,,,,,,,,,
861,666995,172.7,Dome C (Luethi et al. (sub)) measured at University of Bern,862,473.55,18032.2,18121.6,-433.9,210.4,1.315718,,,,,,,,,,,,,,,,
862,667569,171.6,Dome C (Luethi et al. (sub)) measured at University of Bern,863,474.1,18079.06,18165.2,-439.0,209.6,1.29548,,,,,,,,,,,,,,,,
863,668447,175.6,Dome C (Luethi et al. (sub)) measured at University of Bern,864,474.65,18126.67,18208.8,-443.7,208.8,1.247319,,,,,,,,,,,,,,,,
864,668934,178.5,Dome C (Luethi et al. (sub)) measured at University of Bern,865,475.2,18176.12,18252.4,-438.6,209.6,1.274556,,,,,,,,,,,,,,,,
865,669751,185.5,Dome C (Luethi et al. (sub)) measured at University of Bern,866,475.75,18224.53,18296.86667,-438.4,209.7,1.284075,,,,,,,,,,,,,,,,
866,670176,189.3,Dome C (Luethi et al. (sub)) measured at University of Bern,867,476.3,18272.6,18341.33333,-442.5,209.0,1.231381,,,,,,,,,,,,,,,,
867,670916,192.6,Dome C (Luethi et al. (sub)) measured at University of Bern,868,476.85,18322.73,18385.8,-444.2,208.7,1.199082,,,,,,,,,,,,,,,,
868,671286,194.6,Dome C (Luethi et al. (sub)) measured at University of Bern,869,477.4,18374.23,18431.43333,-443.1,208.9,1.214286,,,,,,,,,,,,,,,,
869,671926,192.5,Dome C (Luethi et al. (sub)) measured at University of Bern,870,477.95,18425.09,18477.06667,-440.5,209.3,1.247992,,,,,,,,,,,,,,,,
870,672386,194.8,Dome C (Luethi et al. (sub)) measured at University of Bern,871,478.5,18474.59,18522.7,-440.7,209.3,1.259371,,,,,,,,,,,,,,,,
871,673095,198.7,Dome C (Luethi et al. (sub)) measured at University of Bern,872,479.05,18523.66,18566.33333,-438.8,209.6,1.281792,,,,,,,,,,,,,,,,
872,673475,202.3,Dome C (Luethi et al. (sub)) measured at University of Bern,873,479.6,18571.87,18609.96667,-440.3,209.3,1.260836,,,,,,,,,,,,,,,,
873,674173,209.2,Dome C (Luethi et al. (sub)) measured at University of Bern,874,480.15,18620.91,18653.6,-441.9,209.1,1.230641,,,,,,,,,,,,,,,,
874,674521,213.7,Dome C (Luethi et al. (sub)) measured at University of Bern,875,480.7,18671.15,18698.1,-441.7,209.1,1.231866,,,,,,,,,,,,,,,,
875,675589,220.0,Dome C (Luethi et al. (sub)) measured at University of Bern,876,481.25,18721.36,18742.6,-441.4,209.2,1.23678,,,,,,,,,,,,,,,,
876,676170,217.4,Dome C (Luethi et al. (sub)) measured at University of Bern,877,481.8,18771.38,18787.1,-442.3,209.0,1.220485,,,,,,,,,,,,,,,,
877,676524,214.0,Dome C (Luethi et al. (sub)) measured at University of Bern,878,482.35,18822.08,18832.83333,-441.6,209.1,1.226332,,,,,,,,,,,,,,,,
878,677068,215.6,Dome C (Luethi et al. (sub)) measured at University of Bern,879,482.9,18872.55,18878.56667,-447.4,208.2,1.133281,,,,,,,,,,,,,,,,
879,677380,217.4,Dome C (Luethi et al. (sub)) measured at University of Bern,880,483.45,18927.18,18924.3,-437.2,209.8,1.308502,,,,,,,,,,,,,,,,
880,677984,226.5,Dome C (Luethi et al. (sub)) measured at University of Bern,881,484.0,18974.5,18966.63333,-440.8,209.3,1.258478,,,,,,,,,,,,,,,,
881,678291,230.0,Dome C (Luethi et al. (sub)) measured at University of Bern,882,484.55,19023.72,19008.96667,-436.5,210.0,1.291682,,,,,,,,,,,,,,,,
882,678914,230.8,Dome C (Luethi et al. (sub)) measured at University of Bern,883,485.1,19071.69,19051.3,-444.8,208.6,1.205908,,,,,,,,,,,,,,,,
883,679252,230.3,Dome C (Luethi et al. (sub)) measured at University of Bern,884,485.65,19123.08,19095.63333,-440.5,209.3,1.228269,,,,,,,,,,,,,,,,
884,679732,223.0,Dome C (Luethi et al. (sub)) measured at University of Bern,885,486.2,19173.54,19139.96667,-442.9,208.9,1.215776,,,,,,,,,,,,,,,,
885,680081,225.0,Dome C (Luethi et al. (sub)) measured at University of Bern,886,486.75,19224.53,19184.3,-441.4,209.2,1.233507,,,,,,,,,,,,,,,,
886,680608,218.4,Dome C (Luethi et al. (sub)) measured at University of Bern,887,487.3,19274.81,19227.8,-439.3,209.5,1.245711,,,,,,,,,,,,,,,,
887,680920,216.2,Dome C (Luethi et al. (sub)) measured at University of Bern,888,487.85,19324.6,19271.3,-443.4,208.8,1.229616,,,,,,,,,,,,,,,,
888,681531,217.3,Dome C (Luethi et al. (sub)) measured at University of Bern,889,488.4,19375.06,19314.8,-438.2,209.7,1.23361,,,,,,,,,,,,,,,,
889,681849,219.7,Dome C (Luethi et al. (sub)) measured at University of Bern,890,488.95,19425.37,19358.73333,-446.0,208.4,1.195611,,,,,,,,,,,,,,,,
890,682446,222.6,Dome C (Luethi et al. (sub)) measured at University of Bern,891,489.5,19477.28,19402.66667,-441.3,209.2,1.234298,,,,,,,,,,,,,,,,
891,682762,221.3,Dome C (Luethi et al. (sub)) measured at University of Bern,892,490.05,19527.59,19446.6,-435.8,210.1,1.250102,,,,,,,,,,,,,,,,
892,683262,218.7,Dome C (Luethi et al. (sub)) measured at University of Bern,893,490.6,19577.27,19490.93333,-447.9,208.1,1.17484,,,,,,,,,,,,,,,,
893,683612,217.5,Dome C (Luethi et al. (sub)) measured at University of Bern,894,491.15,19630.14,19535.26667,-444.6,208.6,1.188934,,,,,,,,,,,,,,,,
894,684142,217.5,Dome C (Luethi et al. (sub)) measured at University of Bern,895,491.7,19682.4,19579.6,-436.3,210.0,1.253843,,,,,,,,,,,,,,,,
895,684419,219.4,Dome C (Luethi et al. (sub)) measured at University of Bern,896,492.25,19731.97,19622.2,-442.5,209.0,1.239706,,,,,,,,,,,,,,,,
896,684949,219.5,Dome C (Luethi et al. (sub)) measured at University of Bern,897,492.8,19782.12,19664.8,-441.3,209.2,1.267203,,,,,,,,,,,,,,,,
897,685217,219.7,Dome C (Luethi et al. (sub)) measured at University of Bern,898,493.35,19831.18,19707.4,-432.0,210.7,1.302687,,,,,,,,,,,,,,,,
898,685716,223.5,Dome C (Luethi et al. (sub)) measured at University of Bern,899,493.9,19878.93,19748.43333,-442.6,209.0,1.270624,,,,,,,,,,,,,,,,
899,685980,224.4,Dome C (Luethi et al. (sub)) measured at University of Bern,900,494.45,19927.88,19789.46667,-438.7,209.6,1.231271,,,,,,,,,,,,,,,,
900,686425,224.3,Dome C (Luethi et al. (sub)) measured at University of Bern,901,495.0,19978.42,19830.5,-445.1,208.6,1.199981,,,,,,,,,,,,,,,,
901,686726,227.3,Dome C (Luethi et al. (sub)) measured at University of Bern,902,495.55,20030.29,19874.1,-440.2,209.4,1.211258,,,,,,,,,,,,,,,,
902,687227,228.7,Dome C (Luethi et al. (sub)) measured at University of Bern,903,496.1,20081.68,19917.7,-443.8,208.8,1.195381,,,,,,,,,,,,,,,,
903,687470,228.8,Dome C (Luethi et al. (sub)) measured at University of Bern,904,496.65,20133.78,19961.3,-443.0,208.9,1.176779,,,,,,,,,,,,,,,,
904,687949,232.3,Dome C (Luethi et al. (sub)) measured at University of Bern,905,497.2,20186.7,20005.6,-446.5,208.3,1.162709,,,,,,,,,,,,,,,,
905,688195,233.0,Dome C (Luethi et al. (sub)) measured at University of Bern,906,497.75,20240.29,20049.9,-441.5,209.1,1.178565,,,,,,,,,,,,,,,,
906,688652,235.8,Dome C (Luethi et al. (sub)) measured at University of Bern,907,498.3,20293.16,20094.2,-446.5,208.3,1.155458,,,,,,,,,,,,,,,,
907,688881,234.9,Dome C (Luethi et al. (sub)) measured at University of Bern,908,498.85,20347.11,20137.53333,-444.9,208.6,1.17584,,,,,,,,,,,,,,,,
908,689304,235.8,Dome C (Luethi et al. (sub)) measured at University of Bern,909,499.4,20400.13,20180.86667,-438.9,209.6,1.240251,,,,,,,,,,,,,,,,
909,689603,239.9,Dome C (Luethi et al. (sub)) measured at University of Bern,910,499.95,20450.41,20224.2,-438.3,209.7,1.282744,,,,,,,,,,,,,,,,
910,690057,235.6,Dome C (Luethi et al. (sub)) measured at University of Bern,911,500.5,20499.04,20265.0,-436.4,210.0,1.28226,,,,,,,,,,,,,,,,
